	数字1		数字2		数字3		平均值		出现概率	
	3		8		10		7.0		0.006006674082313682	
	3		8		11		7.333333333333333		0.006674082313681869	
	3		8		12		7.666666666666667		0.007341490545050055	
	3		8		13		8.0		0.008231368186874305	
	3		8		14		8.333333333333334		0.008898776418242492	
	3		8		15		8.666666666666666		0.00978865406006674	
	3		8		16		9.0		0.01067853170189099	
	3		8		17		9.333333333333334		0.011568409343715239	
	3		8		18		9.666666666666666		0.012458286985539488	
	3		8		19		10.0		0.0135706340378198	
	3		8		20		10.333333333333334		0.014460511679644048	
	3		8		21		10.666666666666666		0.01557285873192436	
	3		8		22		11.0		0.01668520578420467	
	3		8		23		11.333333333333334		0.017797552836484983	
	3		8		24		11.666666666666666		0.018687430478309234	
	3		8		25		12.0		0.019799777530589546	
	3		8		26		12.333333333333334		0.020467185761957732	
	3		8		27		12.666666666666666		0.02135706340378198	
	3		8		28		13.0		0.022024471635150165	
	3		8		29		13.333333333333334		0.022691879866518355	
	3		8		30		13.666666666666666		0.023136818687430477	
	3		8		31		14.0		0.023804226918798667	
	3		9		10		7.333333333333333		0.006674082313681869	
	3		9		11		7.666666666666667		0.007341490545050055	
	3		9		12		8.0		0.008231368186874305	
	3		9		13		8.333333333333334		0.008898776418242492	
	3		9		14		8.666666666666666		0.00978865406006674	
	3		9		15		9.0		0.01067853170189099	
	3		9		16		9.333333333333334		0.011568409343715239	
	3		9		17		9.666666666666666		0.012458286985539488	
	3		9		18		10.0		0.0135706340378198	
	3		9		19		10.333333333333334		0.014460511679644048	
	3		9		20		10.666666666666666		0.01557285873192436	
	3		9		21		11.0		0.01668520578420467	
	3		9		22		11.333333333333334		0.017797552836484983	
	3		9		23		11.666666666666666		0.018687430478309234	
	3		9		24		12.0		0.019799777530589546	
	3		9		25		12.333333333333334		0.020467185761957732	
	3		9		26		12.666666666666666		0.02135706340378198	
	3		9		27		13.0		0.022024471635150165	
	3		9		28		13.333333333333334		0.022691879866518355	
	3		9		29		13.666666666666666		0.023136818687430477	
	3		9		30		14.0		0.023804226918798667	
	3		9		31		14.333333333333334		0.024026696329254728	
	3		10		11		8.0		0.008231368186874305	
	3		10		12		8.333333333333334		0.008898776418242492	
	3		10		13		8.666666666666666		0.00978865406006674	
	3		10		14		9.0		0.01067853170189099	
	3		10		15		9.333333333333334		0.011568409343715239	
	3		10		16		9.666666666666666		0.012458286985539488	
	3		10		17		10.0		0.0135706340378198	
	3		10		18		10.333333333333334		0.014460511679644048	
	3		10		19		10.666666666666666		0.01557285873192436	
	3		10		20		11.0		0.01668520578420467	
	3		10		21		11.333333333333334		0.017797552836484983	
	3		10		22		11.666666666666666		0.018687430478309234	
	3		10		23		12.0		0.019799777530589546	
	3		10		24		12.333333333333334		0.020467185761957732	
	3		10		25		12.666666666666666		0.02135706340378198	
	3		10		26		13.0		0.022024471635150165	
	3		10		27		13.333333333333334		0.022691879866518355	
	3		10		28		13.666666666666666		0.023136818687430477	
	3		10		29		14.0		0.023804226918798667	
	3		10		30		14.333333333333334		0.024026696329254728	
	3		10		31		14.666666666666666		0.024471635150166853	
	3		11		12		8.666666666666666		0.00978865406006674	
	3		11		13		9.0		0.01067853170189099	
	3		11		14		9.333333333333334		0.011568409343715239	
	3		11		15		9.666666666666666		0.012458286985539488	
	3		11		16		10.0		0.0135706340378198	
	3		11		17		10.333333333333334		0.014460511679644048	
	3		11		18		10.666666666666666		0.01557285873192436	
	3		11		19		11.0		0.01668520578420467	
	3		11		20		11.333333333333334		0.017797552836484983	
	3		11		21		11.666666666666666		0.018687430478309234	
	3		11		22		12.0		0.019799777530589546	
	3		11		23		12.333333333333334		0.020467185761957732	
	3		11		24		12.666666666666666		0.02135706340378198	
	3		11		25		13.0		0.022024471635150165	
	3		11		26		13.333333333333334		0.022691879866518355	
	3		11		27		13.666666666666666		0.023136818687430477	
	3		11		28		14.0		0.023804226918798667	
	3		11		29		14.333333333333334		0.024026696329254728	
	3		11		30		14.666666666666666		0.024471635150166853	
	3		11		31		15.0		0.024694104560622914	
	3		12		13		9.333333333333334		0.011568409343715239	
	3		12		14		9.666666666666666		0.012458286985539488	
	3		12		15		10.0		0.0135706340378198	
	3		12		16		10.333333333333334		0.014460511679644048	
	3		12		17		10.666666666666666		0.01557285873192436	
	3		12		18		11.0		0.01668520578420467	
	3		12		19		11.333333333333334		0.017797552836484983	
	3		12		20		11.666666666666666		0.018687430478309234	
	3		12		21		12.0		0.019799777530589546	
	3		12		22		12.333333333333334		0.020467185761957732	
	3		12		23		12.666666666666666		0.02135706340378198	
	3		12		24		13.0		0.022024471635150165	
	3		12		25		13.333333333333334		0.022691879866518355	
	3		12		26		13.666666666666666		0.023136818687430477	
	3		12		27		14.0		0.023804226918798667	
	3		12		28		14.333333333333334		0.024026696329254728	
	3		12		29		14.666666666666666		0.024471635150166853	
	3		12		30		15.0		0.024694104560622914	
	3		12		31		15.333333333333334		0.024916573971078975	
	3		13		14		10.0		0.0135706340378198	
	3		13		15		10.333333333333334		0.014460511679644048	
	3		13		16		10.666666666666666		0.01557285873192436	
	3		13		17		11.0		0.01668520578420467	
	3		13		18		11.333333333333334		0.017797552836484983	
	3		13		19		11.666666666666666		0.018687430478309234	
	3		13		20		12.0		0.019799777530589546	
	3		13		21		12.333333333333334		0.020467185761957732	
	3		13		22		12.666666666666666		0.02135706340378198	
	3		13		23		13.0		0.022024471635150165	
	3		13		24		13.333333333333334		0.022691879866518355	
	3		13		25		13.666666666666666		0.023136818687430477	
	3		13		26		14.0		0.023804226918798667	
	3		13		27		14.333333333333334		0.024026696329254728	
	3		13		28		14.666666666666666		0.024471635150166853	
	3		13		29		15.0		0.024694104560622914	
	3		13		30		15.333333333333334		0.024916573971078975	
	3		13		31		15.666666666666666		0.024916573971078975	
	3		14		15		10.666666666666666		0.01557285873192436	
	3		14		16		11.0		0.01668520578420467	
	3		14		17		11.333333333333334		0.017797552836484983	
	3		14		18		11.666666666666666		0.018687430478309234	
	3		14		19		12.0		0.019799777530589546	
	3		14		20		12.333333333333334		0.020467185761957732	
	3		14		21		12.666666666666666		0.02135706340378198	
	3		14		22		13.0		0.022024471635150165	
	3		14		23		13.333333333333334		0.022691879866518355	
	3		14		24		13.666666666666666		0.023136818687430477	
	3		14		25		14.0		0.023804226918798667	
	3		14		26		14.333333333333334		0.024026696329254728	
	3		14		27		14.666666666666666		0.024471635150166853	
	3		14		28		15.0		0.024694104560622914	
	3		14		29		15.333333333333334		0.024916573971078975	
	3		14		30		15.666666666666666		0.024916573971078975	
	3		14		31		16.0		0.02513904338153504	
	3		15		16		11.333333333333334		0.017797552836484983	
	3		15		17		11.666666666666666		0.018687430478309234	
	3		15		18		12.0		0.019799777530589546	
	3		15		19		12.333333333333334		0.020467185761957732	
	3		15		20		12.666666666666666		0.02135706340378198	
	3		15		21		13.0		0.022024471635150165	
	3		15		22		13.333333333333334		0.022691879866518355	
	3		15		23		13.666666666666666		0.023136818687430477	
	3		15		24		14.0		0.023804226918798667	
	3		15		25		14.333333333333334		0.024026696329254728	
	3		15		26		14.666666666666666		0.024471635150166853	
	3		15		27		15.0		0.024694104560622914	
	3		15		28		15.333333333333334		0.024916573971078975	
	3		15		29		15.666666666666666		0.024916573971078975	
	3		15		30		16.0		0.02513904338153504	
	3		15		31		16.333333333333332		0.024916573971078975	
	3		16		17		12.0		0.019799777530589546	
	3		16		18		12.333333333333334		0.020467185761957732	
	3		16		19		12.666666666666666		0.02135706340378198	
	3		16		20		13.0		0.022024471635150165	
	3		16		21		13.333333333333334		0.022691879866518355	
	3		16		22		13.666666666666666		0.023136818687430477	
	3		16		23		14.0		0.023804226918798667	
	3		16		24		14.333333333333334		0.024026696329254728	
	3		16		25		14.666666666666666		0.024471635150166853	
	3		16		26		15.0		0.024694104560622914	
	3		16		27		15.333333333333334		0.024916573971078975	
	3		16		28		15.666666666666666		0.024916573971078975	
	3		16		29		16.0		0.02513904338153504	
	3		16		30		16.333333333333332		0.024916573971078975	
	3		16		31		16.666666666666668		0.024916573971078975	
	3		17		18		12.666666666666666		0.02135706340378198	
	3		17		19		13.0		0.022024471635150165	
	3		17		20		13.333333333333334		0.022691879866518355	
	3		17		21		13.666666666666666		0.023136818687430477	
	3		17		22		14.0		0.023804226918798667	
	3		17		23		14.333333333333334		0.024026696329254728	
	3		17		24		14.666666666666666		0.024471635150166853	
	3		17		25		15.0		0.024694104560622914	
	3		17		26		15.333333333333334		0.024916573971078975	
	3		17		27		15.666666666666666		0.024916573971078975	
	3		17		28		16.0		0.02513904338153504	
	3		17		29		16.333333333333332		0.024916573971078975	
	3		17		30		16.666666666666668		0.024916573971078975	
	3		17		31		17.0		0.024694104560622914	
	3		18		19		13.333333333333334		0.022691879866518355	
	3		18		20		13.666666666666666		0.023136818687430477	
	3		18		21		14.0		0.023804226918798667	
	3		18		22		14.333333333333334		0.024026696329254728	
	3		18		23		14.666666666666666		0.024471635150166853	
	3		18		24		15.0		0.024694104560622914	
	3		18		25		15.333333333333334		0.024916573971078975	
	3		18		26		15.666666666666666		0.024916573971078975	
	3		18		27		16.0		0.02513904338153504	
	3		18		28		16.333333333333332		0.024916573971078975	
	3		18		29		16.666666666666668		0.024916573971078975	
	3		18		30		17.0		0.024694104560622914	
	3		18		31		17.333333333333332		0.024471635150166853	
	3		19		20		14.0		0.023804226918798667	
	3		19		21		14.333333333333334		0.024026696329254728	
	3		19		22		14.666666666666666		0.024471635150166853	
	3		19		23		15.0		0.024694104560622914	
	3		19		24		15.333333333333334		0.024916573971078975	
	3		19		25		15.666666666666666		0.024916573971078975	
	3		19		26		16.0		0.02513904338153504	
	3		19		27		16.333333333333332		0.024916573971078975	
	3		19		28		16.666666666666668		0.024916573971078975	
	3		19		29		17.0		0.024694104560622914	
	3		19		30		17.333333333333332		0.024471635150166853	
	3		19		31		17.666666666666668		0.024026696329254728	
	3		20		21		14.666666666666666		0.024471635150166853	
	3		20		22		15.0		0.024694104560622914	
	3		20		23		15.333333333333334		0.024916573971078975	
	3		20		24		15.666666666666666		0.024916573971078975	
	3		20		25		16.0		0.02513904338153504	
	3		20		26		16.333333333333332		0.024916573971078975	
	3		20		27		16.666666666666668		0.024916573971078975	
	3		20		28		17.0		0.024694104560622914	
	3		20		29		17.333333333333332		0.024471635150166853	
	3		20		30		17.666666666666668		0.024026696329254728	
	3		20		31		18.0		0.023804226918798667	
	3		21		22		15.333333333333334		0.024916573971078975	
	3		21		23		15.666666666666666		0.024916573971078975	
	3		21		24		16.0		0.02513904338153504	
	3		21		25		16.333333333333332		0.024916573971078975	
	3		21		26		16.666666666666668		0.024916573971078975	
	3		21		27		17.0		0.024694104560622914	
	3		21		28		17.333333333333332		0.024471635150166853	
	3		21		29		17.666666666666668		0.024026696329254728	
	3		21		30		18.0		0.023804226918798667	
	3		21		31		18.333333333333332		0.023136818687430477	
	3		22		23		16.0		0.02513904338153504	
	3		22		24		16.333333333333332		0.024916573971078975	
	3		22		25		16.666666666666668		0.024916573971078975	
	3		22		26		17.0		0.024694104560622914	
	3		22		27		17.333333333333332		0.024471635150166853	
	3		22		28		17.666666666666668		0.024026696329254728	
	3		22		29		18.0		0.023804226918798667	
	3		22		30		18.333333333333332		0.023136818687430477	
	3		22		31		18.666666666666668		0.022691879866518355	
	3		23		24		16.666666666666668		0.024916573971078975	
	3		23		25		17.0		0.024694104560622914	
	3		23		26		17.333333333333332		0.024471635150166853	
	3		23		27		17.666666666666668		0.024026696329254728	
	3		23		28		18.0		0.023804226918798667	
	3		23		29		18.333333333333332		0.023136818687430477	
	3		23		30		18.666666666666668		0.022691879866518355	
	3		23		31		19.0		0.022024471635150165	
	3		24		25		17.333333333333332		0.024471635150166853	
	3		24		26		17.666666666666668		0.024026696329254728	
	3		24		27		18.0		0.023804226918798667	
	3		24		28		18.333333333333332		0.023136818687430477	
	3		24		29		18.666666666666668		0.022691879866518355	
	3		24		30		19.0		0.022024471635150165	
	3		24		31		19.333333333333332		0.02135706340378198	
	3		25		26		18.0		0.023804226918798667	
	3		25		27		18.333333333333332		0.023136818687430477	
	3		25		28		18.666666666666668		0.022691879866518355	
	3		25		29		19.0		0.022024471635150165	
	3		25		30		19.333333333333332		0.02135706340378198	
	3		25		31		19.666666666666668		0.020467185761957732	
	3		26		27		18.666666666666668		0.022691879866518355	
	3		26		28		19.0		0.022024471635150165	
	3		26		29		19.333333333333332		0.02135706340378198	
	3		26		30		19.666666666666668		0.020467185761957732	
	3		26		31		20.0		0.019799777530589546	
	3		27		28		19.333333333333332		0.02135706340378198	
	3		27		29		19.666666666666668		0.020467185761957732	
	3		27		30		20.0		0.019799777530589546	
	3		27		31		20.333333333333332		0.018687430478309234	
	3		28		29		20.0		0.019799777530589546	
	3		28		30		20.333333333333332		0.018687430478309234	
	3		28		31		20.666666666666668		0.017797552836484983	
	3		29		30		20.666666666666668		0.017797552836484983	
	3		29		31		21.0		0.01668520578420467	
	3		30		31		21.333333333333332		0.01557285873192436	
	4		5		6		5.0		0.0026696329254727474	
	4		5		7		5.333333333333333		0.003114571746384872	
	4		5		8		5.666666666666667		0.003559510567296997	
	4		5		9		6.0		0.004226918798665183	
	4		5		10		6.333333333333333		0.0046718576195773085	
	4		5		11		6.666666666666667		0.005339265850945495	
	4		5		12		7.0		0.006006674082313682	
	4		5		13		7.333333333333333		0.006674082313681869	
	4		5		14		7.666666666666667		0.007341490545050055	
	4		5		15		8.0		0.008231368186874305	
	4		5		16		8.333333333333334		0.008898776418242492	
	4		5		17		8.666666666666666		0.00978865406006674	
	4		5		18		9.0		0.01067853170189099	
	4		5		19		9.333333333333334		0.011568409343715239	
	4		5		20		9.666666666666666		0.012458286985539488	
	4		5		21		10.0		0.0135706340378198	
	4		5		22		10.333333333333334		0.014460511679644048	
	4		5		23		10.666666666666666		0.01557285873192436	
	4		5		24		11.0		0.01668520578420467	
	4		5		25		11.333333333333334		0.017797552836484983	
	4		5		26		11.666666666666666		0.018687430478309234	
	4		5		27		12.0		0.019799777530589546	
	4		5		28		12.333333333333334		0.020467185761957732	
	4		5		29		12.666666666666666		0.02135706340378198	
	4		5		30		13.0		0.022024471635150165	
	4		5		31		13.333333333333334		0.022691879866518355	
	4		6		7		5.666666666666667		0.003559510567296997	
	4		6		8		6.0		0.004226918798665183	
	4		6		9		6.333333333333333		0.0046718576195773085	
	4		6		10		6.666666666666667		0.005339265850945495	
	4		6		11		7.0		0.006006674082313682	
	4		6		12		7.333333333333333		0.006674082313681869	
	4		6		13		7.666666666666667		0.007341490545050055	
	4		6		14		8.0		0.008231368186874305	
	4		6		15		8.333333333333334		0.008898776418242492	
	4		6		16		8.666666666666666		0.00978865406006674	
	4		6		17		9.0		0.01067853170189099	
	4		6		18		9.333333333333334		0.011568409343715239	
	4		6		19		9.666666666666666		0.012458286985539488	
	4		6		20		10.0		0.0135706340378198	
	4		6		21		10.333333333333334		0.014460511679644048	
	4		6		22		10.666666666666666		0.01557285873192436	
	4		6		23		11.0		0.01668520578420467	
	4		6		24		11.333333333333334		0.017797552836484983	
	4		6		25		11.666666666666666		0.018687430478309234	
	4		6		26		12.0		0.019799777530589546	
	4		6		27		12.333333333333334		0.020467185761957732	
	4		6		28		12.666666666666666		0.02135706340378198	
	4		6		29		13.0		0.022024471635150165	
	4		6		30		13.333333333333334		0.022691879866518355	
	4		6		31		13.666666666666666		0.023136818687430477	
	4		7		8		6.333333333333333		0.0046718576195773085	
	4		7		9		6.666666666666667		0.005339265850945495	
	4		7		10		7.0		0.006006674082313682	
	4		7		11		7.333333333333333		0.006674082313681869	
	4		7		12		7.666666666666667		0.007341490545050055	
	4		7		13		8.0		0.008231368186874305	
	4		7		14		8.333333333333334		0.008898776418242492	
	4		7		15		8.666666666666666		0.00978865406006674	
	4		7		16		9.0		0.01067853170189099	
	4		7		17		9.333333333333334		0.011568409343715239	
	4		7		18		9.666666666666666		0.012458286985539488	
	4		7		19		10.0		0.0135706340378198	
	4		7		20		10.333333333333334		0.014460511679644048	
	4		7		21		10.666666666666666		0.01557285873192436	
	4		7		22		11.0		0.01668520578420467	
	4		7		23		11.333333333333334		0.017797552836484983	
	4		7		24		11.666666666666666		0.018687430478309234	
	4		7		25		12.0		0.019799777530589546	
	4		7		26		12.333333333333334		0.020467185761957732	
	4		7		27		12.666666666666666		0.02135706340378198	
	4		7		28		13.0		0.022024471635150165	
	4		7		29		13.333333333333334		0.022691879866518355	
	4		7		30		13.666666666666666		0.023136818687430477	
	4		7		31		14.0		0.023804226918798667	
	4		8		9		7.0		0.006006674082313682	
	4		8		10		7.333333333333333		0.006674082313681869	
	4		8		11		7.666666666666667		0.007341490545050055	
	4		8		12		8.0		0.008231368186874305	
	4		8		13		8.333333333333334		0.008898776418242492	
	4		8		14		8.666666666666666		0.00978865406006674	
	4		8		15		9.0		0.01067853170189099	
	4		8		16		9.333333333333334		0.011568409343715239	
	4		8		17		9.666666666666666		0.012458286985539488	
	4		8		18		10.0		0.0135706340378198	
	4		8		19		10.333333333333334		0.014460511679644048	
	4		8		20		10.666666666666666		0.01557285873192436	
	4		8		21		11.0		0.01668520578420467	
	4		8		22		11.333333333333334		0.017797552836484983	
	4		8		23		11.666666666666666		0.018687430478309234	
	4		8		24		12.0		0.019799777530589546	
	4		8		25		12.333333333333334		0.020467185761957732	
	4		8		26		12.666666666666666		0.02135706340378198	
	4		8		27		13.0		0.022024471635150165	
	4		8		28		13.333333333333334		0.022691879866518355	
	4		8		29		13.666666666666666		0.023136818687430477	
	4		8		30		14.0		0.023804226918798667	
	4		8		31		14.333333333333334		0.024026696329254728	
	4		9		10		7.666666666666667		0.007341490545050055	
	4		9		11		8.0		0.008231368186874305	
	4		9		12		8.333333333333334		0.008898776418242492	
	4		9		13		8.666666666666666		0.00978865406006674	
	4		9		14		9.0		0.01067853170189099	
	4		9		15		9.333333333333334		0.011568409343715239	
	4		9		16		9.666666666666666		0.012458286985539488	
	4		9		17		10.0		0.0135706340378198	
	4		9		18		10.333333333333334		0.014460511679644048	
	4		9		19		10.666666666666666		0.01557285873192436	
	4		9		20		11.0		0.01668520578420467	
	4		9		21		11.333333333333334		0.017797552836484983	
	4		9		22		11.666666666666666		0.018687430478309234	
	4		9		23		12.0		0.019799777530589546	
	4		9		24		12.333333333333334		0.020467185761957732	
	4		9		25		12.666666666666666		0.02135706340378198	
	4		9		26		13.0		0.022024471635150165	
	4		9		27		13.333333333333334		0.022691879866518355	
	4		9		28		13.666666666666666		0.023136818687430477	
	4		9		29		14.0		0.023804226918798667	
	4		9		30		14.333333333333334		0.024026696329254728	
	4		9		31		14.666666666666666		0.024471635150166853	
	4		10		11		8.333333333333334		0.008898776418242492	
	4		10		12		8.666666666666666		0.00978865406006674	
	4		10		13		9.0		0.01067853170189099	
	4		10		14		9.333333333333334		0.011568409343715239	
	4		10		15		9.666666666666666		0.012458286985539488	
	4		10		16		10.0		0.0135706340378198	
	4		10		17		10.333333333333334		0.014460511679644048	
	4		10		18		10.666666666666666		0.01557285873192436	
	4		10		19		11.0		0.01668520578420467	
	4		10		20		11.333333333333334		0.017797552836484983	
	4		10		21		11.666666666666666		0.018687430478309234	
	4		10		22		12.0		0.019799777530589546	
	4		10		23		12.333333333333334		0.020467185761957732	
	4		10		24		12.666666666666666		0.02135706340378198	
	4		10		25		13.0		0.022024471635150165	
	4		10		26		13.333333333333334		0.022691879866518355	
	4		10		27		13.666666666666666		0.023136818687430477	
	4		10		28		14.0		0.023804226918798667	
	4		10		29		14.333333333333334		0.024026696329254728	
	4		10		30		14.666666666666666		0.024471635150166853	
	4		10		31		15.0		0.024694104560622914	
	4		11		12		9.0		0.01067853170189099	
	4		11		13		9.333333333333334		0.011568409343715239	
	4		11		14		9.666666666666666		0.012458286985539488	
	4		11		15		10.0		0.0135706340378198	
	4		11		16		10.333333333333334		0.014460511679644048	
	4		11		17		10.666666666666666		0.01557285873192436	
	4		11		18		11.0		0.01668520578420467	
	4		11		19		11.333333333333334		0.017797552836484983	
	4		11		20		11.666666666666666		0.018687430478309234	
	4		11		21		12.0		0.019799777530589546	
	4		11		22		12.333333333333334		0.020467185761957732	
	4		11		23		12.666666666666666		0.02135706340378198	
	4		11		24		13.0		0.022024471635150165	
	4		11		25		13.333333333333334		0.022691879866518355	
	4		11		26		13.666666666666666		0.023136818687430477	
	4		11		27		14.0		0.023804226918798667	
	4		11		28		14.333333333333334		0.024026696329254728	
	4		11		29		14.666666666666666		0.024471635150166853	
	4		11		30		15.0		0.024694104560622914	
	4		11		31		15.333333333333334		0.024916573971078975	
	4		12		13		9.666666666666666		0.012458286985539488	
	4		12		14		10.0		0.0135706340378198	
	4		12		15		10.333333333333334		0.014460511679644048	
	4		12		16		10.666666666666666		0.01557285873192436	
	4		12		17		11.0		0.01668520578420467	
	4		12		18		11.333333333333334		0.017797552836484983	
	4		12		19		11.666666666666666		0.018687430478309234	
	4		12		20		12.0		0.019799777530589546	
	4		12		21		12.333333333333334		0.020467185761957732	
	4		12		22		12.666666666666666		0.02135706340378198	
	4		12		23		13.0		0.022024471635150165	
	4		12		24		13.333333333333334		0.022691879866518355	
	4		12		25		13.666666666666666		0.023136818687430477	
	4		12		26		14.0		0.023804226918798667	
	4		12		27		14.333333333333334		0.024026696329254728	
	4		12		28		14.666666666666666		0.024471635150166853	
	4		12		29		15.0		0.024694104560622914	
	4		12		30		15.333333333333334		0.024916573971078975	
	4		12		31		15.666666666666666		0.024916573971078975	
	4		13		14		10.333333333333334		0.014460511679644048	
	4		13		15		10.666666666666666		0.01557285873192436	
	4		13		16		11.0		0.01668520578420467	
	4		13		17		11.333333333333334		0.017797552836484983	
	4		13		18		11.666666666666666		0.018687430478309234	
	4		13		19		12.0		0.019799777530589546	
	4		13		20		12.333333333333334		0.020467185761957732	
	4		13		21		12.666666666666666		0.02135706340378198	
	4		13		22		13.0		0.022024471635150165	
	4		13		23		13.333333333333334		0.022691879866518355	
	4		13		24		13.666666666666666		0.023136818687430477	
	4		13		25		14.0		0.023804226918798667	
	4		13		26		14.333333333333334		0.024026696329254728	
	4		13		27		14.666666666666666		0.024471635150166853	
	4		13		28		15.0		0.024694104560622914	
	4		13		29		15.333333333333334		0.024916573971078975	
	4		13		30		15.666666666666666		0.024916573971078975	
	4		13		31		16.0		0.02513904338153504	
	4		14		15		11.0		0.01668520578420467	
	4		14		16		11.333333333333334		0.017797552836484983	
	4		14		17		11.666666666666666		0.018687430478309234	
	4		14		18		12.0		0.019799777530589546	
	4		14		19		12.333333333333334		0.020467185761957732	
	4		14		20		12.666666666666666		0.02135706340378198	
	4		14		21		13.0		0.022024471635150165	
	4		14		22		13.333333333333334		0.022691879866518355	
	4		14		23		13.666666666666666		0.023136818687430477	
	4		14		24		14.0		0.023804226918798667	
	4		14		25		14.333333333333334		0.024026696329254728	
	4		14		26		14.666666666666666		0.024471635150166853	
	4		14		27		15.0		0.024694104560622914	
	4		14		28		15.333333333333334		0.024916573971078975	
	4		14		29		15.666666666666666		0.024916573971078975	
	4		14		30		16.0		0.02513904338153504	
	4		14		31		16.333333333333332		0.024916573971078975	
	4		15		16		11.666666666666666		0.018687430478309234	
	4		15		17		12.0		0.019799777530589546	
	4		15		18		12.333333333333334		0.020467185761957732	
	4		15		19		12.666666666666666		0.02135706340378198	
	4		15		20		13.0		0.022024471635150165	
	4		15		21		13.333333333333334		0.022691879866518355	
	4		15		22		13.666666666666666		0.023136818687430477	
	4		15		23		14.0		0.023804226918798667	
	4		15		24		14.333333333333334		0.024026696329254728	
	4		15		25		14.666666666666666		0.024471635150166853	
	4		15		26		15.0		0.024694104560622914	
	4		15		27		15.333333333333334		0.024916573971078975	
	4		15		28		15.666666666666666		0.024916573971078975	
	4		15		29		16.0		0.02513904338153504	
	4		15		30		16.333333333333332		0.024916573971078975	
	4		15		31		16.666666666666668		0.024916573971078975	
	4		16		17		12.333333333333334		0.020467185761957732	
	4		16		18		12.666666666666666		0.02135706340378198	
	4		16		19		13.0		0.022024471635150165	
	4		16		20		13.333333333333334		0.022691879866518355	
	4		16		21		13.666666666666666		0.023136818687430477	
	4		16		22		14.0		0.023804226918798667	
	4		16		23		14.333333333333334		0.024026696329254728	
	4		16		24		14.666666666666666		0.024471635150166853	
	4		16		25		15.0		0.024694104560622914	
	4		16		26		15.333333333333334		0.024916573971078975	
	4		16		27		15.666666666666666		0.024916573971078975	
	4		16		28		16.0		0.02513904338153504	
	4		16		29		16.333333333333332		0.024916573971078975	
	4		16		30		16.666666666666668		0.024916573971078975	
	4		16		31		17.0		0.024694104560622914	
	4		17		18		13.0		0.022024471635150165	
	4		17		19		13.333333333333334		0.022691879866518355	
	4		17		20		13.666666666666666		0.023136818687430477	
	4		17		21		14.0		0.023804226918798667	
	4		17		22		14.333333333333334		0.024026696329254728	
	4		17		23		14.666666666666666		0.024471635150166853	
	4		17		24		15.0		0.024694104560622914	
	4		17		25		15.333333333333334		0.024916573971078975	
	4		17		26		15.666666666666666		0.024916573971078975	
	4		17		27		16.0		0.02513904338153504	
	4		17		28		16.333333333333332		0.024916573971078975	
	4		17		29		16.666666666666668		0.024916573971078975	
	4		17		30		17.0		0.024694104560622914	
	4		17		31		17.333333333333332		0.024471635150166853	
	4		18		19		13.666666666666666		0.023136818687430477	
	4		18		20		14.0		0.023804226918798667	
	4		18		21		14.333333333333334		0.024026696329254728	
	4		18		22		14.666666666666666		0.024471635150166853	
	4		18		23		15.0		0.024694104560622914	
	4		18		24		15.333333333333334		0.024916573971078975	
	4		18		25		15.666666666666666		0.024916573971078975	
	4		18		26		16.0		0.02513904338153504	
	4		18		27		16.333333333333332		0.024916573971078975	
	4		18		28		16.666666666666668		0.024916573971078975	
	4		18		29		17.0		0.024694104560622914	
	4		18		30		17.333333333333332		0.024471635150166853	
	4		18		31		17.666666666666668		0.024026696329254728	
	4		19		20		14.333333333333334		0.024026696329254728	
	4		19		21		14.666666666666666		0.024471635150166853	
	4		19		22		15.0		0.024694104560622914	
	4		19		23		15.333333333333334		0.024916573971078975	
	4		19		24		15.666666666666666		0.024916573971078975	
	4		19		25		16.0		0.02513904338153504	
	4		19		26		16.333333333333332		0.024916573971078975	
	4		19		27		16.666666666666668		0.024916573971078975	
	4		19		28		17.0		0.024694104560622914	
	4		19		29		17.333333333333332		0.024471635150166853	
	4		19		30		17.666666666666668		0.024026696329254728	
	4		19		31		18.0		0.023804226918798667	
	4		20		21		15.0		0.024694104560622914	
	4		20		22		15.333333333333334		0.024916573971078975	
	4		20		23		15.666666666666666		0.024916573971078975	
	4		20		24		16.0		0.02513904338153504	
	4		20		25		16.333333333333332		0.024916573971078975	
	4		20		26		16.666666666666668		0.024916573971078975	
	4		20		27		17.0		0.024694104560622914	
	4		20		28		17.333333333333332		0.024471635150166853	
	4		20		29		17.666666666666668		0.024026696329254728	
	4		20		30		18.0		0.023804226918798667	
	4		20		31		18.333333333333332		0.023136818687430477	
	4		21		22		15.666666666666666		0.024916573971078975	
	4		21		23		16.0		0.02513904338153504	
	4		21		24		16.333333333333332		0.024916573971078975	
	4		21		25		16.666666666666668		0.024916573971078975	
	4		21		26		17.0		0.024694104560622914	
	4		21		27		17.333333333333332		0.024471635150166853	
	4		21		28		17.666666666666668		0.024026696329254728	
	4		21		29		18.0		0.023804226918798667	
	4		21		30		18.333333333333332		0.023136818687430477	
	4		21		31		18.666666666666668		0.022691879866518355	
	4		22		23		16.333333333333332		0.024916573971078975	
	4		22		24		16.666666666666668		0.024916573971078975	
	4		22		25		17.0		0.024694104560622914	
	4		22		26		17.333333333333332		0.024471635150166853	
	4		22		27		17.666666666666668		0.024026696329254728	
	4		22		28		18.0		0.023804226918798667	
	4		22		29		18.333333333333332		0.023136818687430477	
	4		22		30		18.666666666666668		0.022691879866518355	
	4		22		31		19.0		0.022024471635150165	
